Var1,movieStartTimes,RPE,ResponseTime,ClickTime,RestDuration
LEOINE_12kph.mp4,1.70812430000001,13,2.64148189999997,4.0039117,11.3546064
HPK_8kph.mp4,23.8965928,0,4.00496679999998,4.0032266,9.99180660000002
KW_10kph.mp4,46.0767562,11,1.77970269999997,4.00306690000002,12.2172304
HPK_12kph.mp4,68.2578764,17,3.96216290000001,2.56882229999997,11.4690148
LEOINE_10kph.mp4,90.4483564,0,4.00072849999992,2.68560990000003,11.3136616
KW_14kph.mp4,112.6228506,0,4.0113341,1.61848520000001,12.3701807
HPK_14kph.mp4,134.799473,17,3.10089699999992,2.41843530000006,12.4806677
LEOINE_14kph.mp4,156.9717589,17,3.10970240000006,1.50080109999999,13.3894965
KW_12kph.mp4,179.1466802,0,4.00497830000006,4.00379339999995,9.99122829999999
LEOINE_8kph.mp4,201.3322827,0,4.01405099999999,3.96821660000001,10.0177324
HPK_10kph.mp4,223.5111258,13,2.99091740000006,1.71840879999991,13.2906738
KW_8kph.mp4,245.6991597,0,4.01005050000003,4.00353559999996,9.9864139
