Var1,movieStartTimes,RPE,ResponseTime,ClickTime,RestDuration
LEOINE_8kph.mp4,0.172914500000388,11,3.0672282999999,1.43461590000015,7.49815579999995
KW_10kph.mp4,16.3553879000001,10,2.11584640000001,1.00084109999989,8.8833125000001
HPK_8kph.mp4,32.5343107000003,9,2.45412860000033,1.15095159999964,8.39491980000003
LEOINE_10kph.mp4,48.7117081000001,15,1.9727670000002,1.08421210000006,8.94302089999974
HPK_12kph.mp4,64.8890683,16,2.30938019999985,1.2009737000003,8.48964609999985
LEOINE_14kph.mp4,81.0641167000003,15,2.48029279999992,1.16763869999977,8.35206850000031
KW_12kph.mp4,97.2407494000004,15,2.46080560000019,2.40197949999992,7.13721489999989
HPK_14kph.mp4,113.4231132,17,2.69555650000029,1.16763479999963,8.13680870000007
LEOINE_12kph.mp4,129.6038497,0,4.00150559999975,1.00016300000016,6.9983314000001
HPK_10kph.mp4,145.7808474,0,4.01519589999998,1.33418940000001,6.65061470000001
KW_14kph.mp4,161.9604352,11,2.31694830000015,1.08422969999992,8.59882199999993
KW_8kph.mp4,178.1382745,8,3.08439060000001,1.06753030000027,7.84807909999972
