Var1,movieStartTimes,RPE,ResponseTime,ClickTime,RestDuration
KW_10kph.mp4,0.283046100000092,12,2.27856040000006,1.05086749999987,8.67057210000007
HPK_8kph.mp4,16.4814410000001,11,2.00159489999987,2.11843340000019,7.87997169999994
LEOINE_12kph.mp4,32.6684291000001,12,2.10043180000002,1.11754449999989,8.78202370000008
LEOINE_8kph.mp4,48.8489634,14,1.33308590000001,1.23430399999984,9.43261010000015
HPK_10kph.mp4,65.0303629,12,1.82156839999993,1.11752879999995,9.06090280000012
KW_8kph.mp4,81.2215892000002,15,3.01650569999993,1.20098779999989,7.78250650000018
KW_12kph.mp4,97.4108342,10,2.44085050000012,1.28437680000002,8.27477269999986
LEOINE_10kph.mp4,113.602314,15,2.26020059999996,1.53460870000004,8.2051907
HPK_14kph.mp4,129.7943071,15,2.2760315999999,1.1676786999999,8.55628970000021
HPK_12kph.mp4,145.968978,12,2.59304440000005,1.13429010000004,8.2726654999999
LEOINE_14kph.mp4,162.1510427,15,2.62763999999993,1.25101040000004,8.12134960000003
KW_14kph.mp4,178.3267456,10,2.61707509999997,1.10091639999996,8.28200850000007
