Var1,ef,movieStartTimes,RPE,ResponseTime,ClickTime,RestDuration
LEOINE_12kph.mp4,3,0.135755299997982,15,5.78929809998954,2.88156829999934,11.3291336000111
HPK_8kph.mp4,1,34.4056621000054,6,5.16708469999139,1.13417410000693,13.6987412000017
KW_10kph.mp4,2,68.6699115999945,9,4.76247459999286,0.715632000006735,14.5218934000004
HPK_12kph.mp4,3,102.940409799994,0,6.00063879998925,0.952562100006617,13.0467991000041
LEOINE_10kph.mp4,2,137.210017899997,10,3.82816760000424,1.33839149998676,14.833440900009
KW_14kph.mp4,4,171.4765338,14,3.9251074000058,0.618941099994117,15.4559515000001
HPK_14kph.mp4,4,205.755091700004,13,3.01563829999941,0.525044699999853,16.4593170000007
LEOINE_14kph.mp4,4,240.024878900003,17,2.93385849999322,0.538272900012089,16.5278685999947
KW_12kph.mp4,3,274.293650799998,12,3.74549950000073,1.73468829999911,14.5198122000002
LEOINE_8kph.mp4,1,308.561961500003,7,4.32571869999811,0.948455599995214,14.7258257000067
HPK_10kph.mp4,2,342.833932099995,8,4.56864219999989,0.678571600001305,14.7527861999988
KW_8kph.mp4,1,377.113303199993,6,4.08589860000939,0.863703499999247,15.0503978999914
