Var1,ef,movieStartTimes,RPE,ResponseTime,ClickTime,RestDuration
KW_8kph.mp4,1,0.134823600004893,7,4.69334110000636,6.00025589999859,9.30640299999504
LEOINE_12kph.mp4,3,34.3493549999985,16,3.60739049999393,6.00025800000003,10.392351500006
LEOINE_14kph.mp4,4,68.5569227000087,20,3.2088192999945,5.13155930000357,11.6596214000019
KW_12kph.mp4,3,102.830542800002,12,2.59343910000462,2.12334590000683,15.2832149999886
LEOINE_10kph.mp4,2,137.098027200002,11,3.64954370001215,3.5904787999898,12.7599774999981
HPK_8kph.mp4,1,171.377512699997,7,3.93399990000762,5.06579659999989,11.0002034999925
KW_10kph.mp4,2,205.646762400007,12,3.05062539999199,3.1531163000036,13.7962583000044
HPK_10kph.mp4,2,239.916552399998,9,3.24444110000331,3.34427640000649,13.4112824999902
KW_14kph.mp4,4,274.1854341,15,3.44407260000298,2.67940090000047,13.8765264999965
HPK_14kph.mp4,4,308.438720899998,14,2.24300460000813,3.85044339999149,13.9065520000004
HPK_12kph.mp4,3,342.707861700008,11,3.45036089999485,2.43779989999894,14.1118392000062
LEOINE_8kph.mp4,1,376.973756600011,8,2.88458570001239,3.08164119999856,14.033773099989
